date,timepoint,wheat,sensor,variety,rep_var,rep_pic,vi,max,mean,median,std,p95,p90,p85,min_air_temp,air_temp,max_air_temp,dewpoint,rel_humidity,soil_temp_2_in,min_soil_temp_8_in,avg_soil_temp_8_in,soil_wp_8_in,precip,solar_rad,et_grass,et_alfalfa
2022-06-11,13,spring,AG13,11,1,2,gndvi,3.5652,2.16922,2.166,0.12822,2.37944,2.32418,2.29222,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,9,1,2,ndvi,0.43007,0.20658,0.20476,0.02681,0.24905,0.23339,0.22713,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,7,1,2,ndvi,0.43007,0.19386,0.19166,0.02539,0.23339,0.22226,0.21606,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,11,1,2,ndvi,0.43007,0.1909,0.18992,0.02584,0.23095,0.21969,0.21307,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,9,1,2,rdvi,6.1605,2.87208,2.83982,0.42032,3.56749,3.30819,3.21244,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,7,1,2,rdvi,6.1605,2.68768,2.63926,0.38939,3.30819,3.13532,3.02754,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,11,1,2,rdvi,6.1605,2.64711,2.62342,0.3961,3.26048,3.09088,2.99207,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,9,1,2,savi,0.64354,0.30907,0.30633,0.04014,0.37267,0.34923,0.33983,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,7,1,2,savi,0.64354,0.29004,0.28674,0.03801,0.34923,0.33256,0.32328,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,11,1,2,savi,0.64354,0.28561,0.28409,0.03868,0.34553,0.32871,0.31879,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,9,1,2,sr,2.50923,1.52376,1.51496,0.09013,1.6633,1.6089,1.58777,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,7,1,2,sr,2.50923,1.48355,1.47422,0.08219,1.6089,1.57157,1.55121,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-11,13,spring,AG13,11,1,2,sr,2.50923,1.47448,1.46889,0.08183,1.60061,1.56309,1.54153,53.4,14.944444444444445,66.2,55.0,87.4,15.833333333333334,60.1,15.944444444444445,-13.7,0.55,13.92,0.1,0.12
2022-06-12,13,spring,AG13,9,1,2,cigreen0,1.98024,1.33863,1.33463,0.10187,1.50266,1.46638,1.44173,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,7,1,2,cigreen0,2.44141,1.34849,1.34034,0.09713,1.51549,1.46638,1.43995,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,11,1,2,cigreen0,2.56258,1.32932,1.32147,0.10506,1.50687,1.45588,1.42439,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,9,1,2,cigreen,7.51862,5.68468,5.67324,0.29119,6.15352,6.04981,5.97935,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,7,1,2,cigreen,8.83683,5.71286,5.68957,0.27762,6.19021,6.04981,5.97427,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,11,1,2,cigreen,9.18317,5.65805,5.63562,0.30029,6.16556,6.01981,5.92981,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,9,1,2,evi2,0.55159,0.33542,0.33402,0.02915,0.37762,0.36682,0.36046,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,7,1,2,evi2,0.55159,0.3214,0.3224,0.03121,0.36682,0.35614,0.34947,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,11,1,2,evi2,0.55159,0.31878,0.32071,0.03153,0.36278,0.35395,0.34732,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,9,1,2,gndvi0,0.49752,0.40039,0.40023,0.01831,0.42901,0.42303,0.4189,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,7,1,2,gndvi0,0.54969,0.40223,0.40126,0.01698,0.43109,0.42303,0.4186,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,11,1,2,gndvi0,0.56165,0.3987,0.39786,0.01844,0.42969,0.42128,0.41596,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,9,1,2,gndvi,2.82922,2.18393,2.18293,0.10332,2.35291,2.31365,2.29038,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,7,1,2,gndvi,3.16472,2.17627,2.16343,0.10026,2.3488,2.30589,2.27583,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,11,1,2,gndvi,3.18616,2.14631,2.13771,0.11187,2.33742,2.29038,2.25832,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,9,1,2,ndvi,0.32614,0.20921,0.20854,0.0165,0.23312,0.22707,0.22351,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,7,1,2,ndvi,0.32614,0.20117,0.2019,0.01792,0.22707,0.22108,0.21734,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,11,1,2,ndvi,0.32614,0.19966,0.20091,0.01817,0.22483,0.21983,0.2161,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,9,1,2,rdvi,4.05969,2.5406,2.52884,0.22957,2.88471,2.7956,2.74321,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,7,1,2,rdvi,4.05969,2.43494,2.43601,0.24271,2.78975,2.70215,2.6467,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,11,1,2,rdvi,4.05969,2.41519,2.43132,0.24714,2.76953,2.68793,2.63289,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
2022-06-12,13,spring,AG13,9,1,2,savi,0.48763,0.31276,0.31175,0.02469,0.34854,0.3395,0.33415,45.4,12.833333333333334,64.1,49.8,83.2,15.333333333333334,59.7,15.833333333333334,-9.4,0.52,14.64,0.1,0.13
